nom,note,prix,categories,adresse,latitude,longitude
Le Passage,3.9,€€,French,46 rue des Fossés Saint-Bernard 75005 Paris France,48.847601,2.352987
La Petite Périgourdine,3.9,€€€,"French, Wine Bars",39 rue des Ecoles 75005 Paris France,48.84887,2.34744
Quartier Latin,4.5,€€,"Italian, Pizza",1 Rue Mouffetard 75005 Paris France,48.84499,2.34914
La Méthode,4.0,€€,"French, Bistros",2 rue Descartes 75005 Paris France,48.847253,2.348555
L'Elica,4.5,N/A,"Pizza, Italian",28 rue des Écoles 75005 Paris France,48.84894,2.34769
La Crêperie,4.0,€€,Creperies,12 rue Soufflot 75005 Paris France,48.8468,2.34326
Nossa,4.5,€,"Portuguese, Rotisserie Chicken",1 rue de l'Ecole Polytechnique 75005 Paris France,48.84739,2.34817
Au Doux Raisin,4.5,€€€,"French, Wine Bars",29 rue Descartes 75005 Paris France,48.8458648,2.3491279
Le Prince Racine,4.5,N/A,"Cafes, Brasseries, French",22 rue Monsieur le Prince 75006 Paris France,48.849857,2.339913
L'Epoque,4.4,€€,Bistros,81 rue du Cardinal Lemoine 75005 Paris France,48.8447551,2.349747
Au Bon Coin,4.6,€€,Bistros,21 rue de la Collégiale 75005 Paris France,48.83813,2.35184
Le Coupe-Chou,4.0,€€€,French,11 rue de Lanneau 75005 Paris France,48.8484358,2.3463842
Boulangerie Moderne,4.4,N/A,"Bakeries, Sandwiches",16 rue des Fossés Saint-Jacques 75005 Paris France,48.84551,2.34422
Chez Gladines,4.0,€€,"Basque, French Southwest, Bistros",44 bd Saint-Germain 75005 Paris France,48.8496,2.35046
Le Choupinet,4.0,€€€,"Brasseries, French, Cafes",58 boulevard Saint-Michel 75006 Paris France,48.8477332,2.340714
Hugo & Co,4.3,N/A,French,48 rue Monge 75005 Paris France,48.84518,2.352
Les Ursulines,4.6,€€,French,56 rue Gay Lussac 75005 Paris France,48.84257,2.34289
Le Village Monge,3.9,€€,"Brasseries, French, Bistros",96 rue Monge 75005 Paris France,48.84080516323,2.3516267533212
Loulou,3.9,€€,"Gluten-Free, Breakfast & Brunch, Beer Bar",90 boulevard Saint-Germain 75005 Paris France,48.851192,2.344806
Le Bistro V,5.0,N/A,"Bistros, French",56 bd de Port-Royal 75005 Paris France,48.83768,2.34622
Le Resto,4.6,€€,French,8 rue Tournefort 75005 Paris France,48.843977,2.348041
La Maison du Dim Sum,3.9,€€,"Buffets, Dim Sum",4 rue des Fossés Saint Jacques 75005 Paris France,48.84594,2.343413
Le Coup de Torchon,4.5,€€,Restaurants,187 Rue St Jacques 75005 Paris France,48.845,2.34239
Bonjour Viet Nam,4.7,N/A,Vietnamese,2 place de la Contrescarpe 75005 Paris France,48.8446527765382,2.34963990747929
Maison Marie,3.8,N/A,"Brasseries, French",222 rue Saint-Jacques 75005 Paris France,48.8447825,2.3420057
Restaurant Sichuan,5.0,N/A,Szechuan,33 rue Descartes 75005 Paris France,48.845648,2.349218
Au P'tit Grec,4.2,€,"Creperies, Sandwiches",68 rue Mouffetard 75005 Paris France,48.84278,2.3496
JOZI Brunch Panthéon,4.9,€€,"Coffee & Tea, Breakfast & Brunch",3 rue Valette 75005 Paris France,48.84787,2.34706
Les Arènes,4.5,€€,Brasseries,16 rue Linné 75005 Paris France,48.84508,2.35486
La Table de Genevieve,4.3,€€€,French,8 rue Descartes 75005 Paris France,48.84714335,2.34869242
Asia Room,4.6,€€,Chinese,16 rue des Écoles 75005 Paris France,48.848582771977,2.34907899486279
Le Verre à Pied,4.6,€€,Bistros,118 bis rue Mouffetard 75005 Paris France,48.840284,2.349719
Tran Tran Zai,4.9,N/A,Chinese,3 rue de l'École Polytechnique 75005 Paris France,48.84746,2.34806
Les 5,4.3,€€,French,136 Rue Mouffetard 75005 Paris 05 France,48.83961,2.34981
La Crête,4.3,€€,Greek,85 rue Mouffetard 75005 Paris France,48.8417353,2.3497009
Terra Nova,4.2,€€€,"Pizza, Italian",17 rue des Fossés Saint-Jacques 75005 Paris France,48.8455422396994,2.34470425394625
Le Petit Médicis,4.4,€€€,French,13 rue de Médicis 75006 Paris France,48.84787,2.3399
La Maison de Verlaine,3.9,€€€,French,39 rue Descartes 75005 Paris France,48.84552,2.349222
Arrivederci pizzeria ,4.7,N/A,"Pizza, Italian",47 rue Gay-Lussac 75005 Paris France,48.84175,2.34349
Ricette Ristorante,5.0,N/A,"Italian, Gluten-Free",10 rue du Cardinal Lemoine 75005 Paris France,48.849105,2.354031
Les Baux de Paris,5.0,N/A,"Cocktail Bars, Tapas Bars",71 rue Mouffetard 75005 Paris France,48.842317,2.34996344894171
Heureux Comme Alexandre,4.3,€€,Fondue,24 rue Parcheminerie 75005 Paris France,48.85178,2.34472
Restaurant Le Saint Jacques,4.3,€,"French, Bars, Creperies",71 rue Saint Jacques 75005 Paris France,48.84990603,2.34502047
Le Reminet,4.3,€€€,French,3 rue Grands Degrés 75005 Paris France,48.8512278,2.3499396
Les Fêtes Galantes,4.2,€€,French,17 rue Ecole Polytechnique 75005 Paris France,48.84789,2.34735
Les Caves de Bourgogne,3.9,€€,Brasseries,144 rue Mouffetard 75005 Paris France,48.839176,2.349675
Le Vaudésir,4.8,€,Bistros,41 rue Dareau 75014 Paris France,48.83035,2.33548
Au Petit Bistro,3.9,€€,French,89 rue Mouffetard 75005 Paris France,48.841679,2.34975
Au Père Louis,4.0,€€,"Wine Bars, French",38 rue Monsieur le Prince 75006 Paris France,48.848966,2.340349
Mobster Diner,4.3,€€,"Burgers, Diners",20 rue des Boulangers 75005 Paris France,48.845871,2.3532801
Nuage Café,4.8,€€,"Shared Office Spaces, Cafes",14 rue des Carmes 75005 Paris France,48.84917,2.3475
Le Porte Pot,4.3,€€,"Wine Bars, Bistros",14 rue Boutebrie 75005 Paris France,48.85134,2.34452
Don Lucas,5.0,€€,Tapas Bars,42 rue Monge 75005 Paris France,48.84568,2.35197
Lilane,4.4,€€€,French,8 Rue Gracieuse 75005 Paris France,48.84214,2.35155
L'Artisan du Burger,4.6,N/A,Burgers,18 boulevard Saint-Germain 75005 Paris France,48.8496656069062,2.35380101948977
Chez René,4.1,€€€,French,14 boulevard Saint-Germain 75005 Paris France,48.849618,2.354332
13 au Jardin,4.4,N/A,Cafes,5 rue de Médicis 75006 Paris France,48.84864,2.3394499
Le Petit Lux,4.7,€€,Bistros,29 rue de Vaugirard 75006 Paris France,48.84822,2.33121
La Cuisine de Philippe,4.6,€€€,French,25 rue Servandoni 75006 Paris France,48.8491,2.33483
Crazy Pasta,4.7,€€,Italian,4 rue Blainville 75005 Paris France,48.844588,2.348745
Eric Kayser,4.3,€,"Bakeries, Sandwiches, Delicatessen",8 rue Monge 75005 Paris France,48.848938,2.349609
Shakespeare and Company,4.5,€€,"Bookstores, Cafes",37 rue de la Bûcherie 75005 Paris France,48.852658704771,2.3469621526521
Le Petit Prince de Paris,3.9,€€€,French,12 rue de Lanneau 75005 Paris 05 France,48.848422,2.346513
Foyer Mon Vietnam,4.3,€€,Vietnamese,24 rue de la Montagne Sainte-Geneviève 75005 Paris France,48.848363,2.348414
Kokoro,4.8,€€,French,36 rue des Boulangers 75005 Paris France,48.846255,2.3524304
Le Duc,4.3,N/A,Brasseries,9 rue Victor Cousin 75005 Paris France,48.847525893097,2.34228831059272
Le Cardinal Saint-Germain,4.1,€€,Brasseries,11 boulevard Saint-Germain 75005 Paris France,48.8492932702688,2.3543923797622
Bar à Iode,4.5,€€€,Seafood,34 bd Saint Germain 75005 Paris France,48.8496895,2.35166
Le P'ti,5.0,N/A,French,42 rue de la Montagne Saint Genevieve 75005 Paris France,48.845385,2.351244
Le Quartier Général,3.9,€€€,"Bistros, Cafes",82 boulevard Saint Germain 75005 Paris France,48.8508075903854,2.34569248898697
Gaudeamus,3.9,€€,"French, Russian",47 rue Montagne Ste Geneviève 75005 Paris France,48.84701,2.34811
Le Descartes,3.6,€€,"French, Bistros",1 rue Thouin 75005 Paris France,48.84507,2.34981
Comptoir du Panthéon,3.5,€€,French,5 rue Soufflot 75005 Paris France,48.846501811655,2.3440907168984
Loubnane,4.5,€€,Lebanese,29 rue Galande 75005 Paris France,48.851289,2.347708
Le Gay Lussac,3.9,€€,"Cafes, French, Coffee & Tea",15 Rue Royer Collard 75005 Paris France,48.84602,2.34103
Au Petit Suisse,3.9,€€,"Brasseries, French",16 rue de Vaugirard 75006 Paris France,48.84905,2.33901
La Forge,4.5,€€€,French,14 Rue Pascal 75005 Paris France,48.83853,2.34969
Café Saint-Victor,3.7,€€€,"Brasseries, French",11 rue Monge 75005 Paris France,48.84849,2.35012
Kitchen Terre,4.6,N/A,French,26 boulevard Saint-Germain 75005 Paris France,48.849619,2.353134
Nadia,4.9,€,"Creperies, French, Wine Bars",94 bd Saint Germain 75005 Paris France,48.8512795,2.3440643
Café Madame,4.5,N/A,"Breakfast & Brunch, Cafes",25 Rue de Vaugirard 75006 Paris France,48.8483521138708,2.33179995352665
Au Port du Salut,4.1,€€€,French,163 rue Saint-Jacques 75005 Paris France,48.84598,2.34309
Aux Trois Mailletz,4.0,€€€,"French, Cabaret, Piano Bars",56 rue Galande 75005 Paris France,48.852597,2.346612
Le Sirocco,4.3,€€,Moroccan,8 bis rue Gobelins 75013 Paris France,48.83588,2.35193
Au Petit Village,4.9,N/A,French,06 rue Coypel 75013 Paris France,48.8332625215691,2.35616696743751
Chez le Libanais,4.5,€,Lebanese,35 et 36 rue Saint-André-des-Arts 75006 Paris France,48.85331,2.34166
Café Latin,4.4,N/A,Brasseries,30 rue Saint André des Arts 75006 Paris France,48.853617,2.342281
Chez Nicos,4.2,€,"Fast Food, Creperies",44 rue Mouffetard 75005 Paris France,48.843136499531,2.3493767461919
Verse Toujours,4.1,€€,"French, Brasseries, Cafes",3 ave des Gobelins 75005 Paris France,48.83843,2.3510399
Le Bistrot des Campagnes,4.6,€€,Bistros,6 rue Léopold Robert 75014 Paris France,48.84096,2.3307
Sourire,4.6,€€€,"Tapas Bars, French",27 rue Galande 75005 Paris France,48.851109,2.347656
L'Inévitable,4.0,€€,Bistros,22 rue Linné 75005 Paris France,48.84546,2.3548
La Petite Bretonne,4.7,€€,Creperies,48 rue Mouffetard 75005 Paris France,48.843434,2.34943
L'Écurie,4.2,€€€,French,58 rue de la Montagne Sainte Geneviève 75005 Paris France,48.847248368302,2.348087092224
La Truffière,4.0,€€€€,French,4 rue Blainville 75005 Paris France,48.84448,2.348821
Tour d'Argent,3.9,€€€€,French,15 quai de la Tournelle 75005 Paris France,48.8499101,2.3551019
Chez Léa,3.9,€€,French,5 rue Claude Bernard 75005 Paris France,48.8386457,2.349939
L'Authre Bistro,3.5,€€,"Bars, Brasseries, French",22 rue des Ecoles 75005 Paris France,48.84883,2.34843
Petit Saigon,4.5,€€,Vietnamese,30 rue Carmes 75005 Paris France,48.848335,2.34704
Le Colvert,4.7,N/A,French,54 rue Saint-André des Arts 75006 Paris France,48.85357,2.3401146
Restaurant Godjo,3.9,€€,"Ethiopian, African",8 rue de l'Ecole Polytechnique 75005 Paris France,48.8476466,2.3479957
Les Trublions,5.0,€€€,"French, Modern European",34 rue de la Montagne Sainte Geneviève 75005 Paris France,48.8480186,2.34846
Le Grenier de Notre-Dame,4.0,€€,Vegetarian,18 rue de la Bucherie 75005 Paris France,48.85195,2.348489
Hong Phuc,5.0,N/A,Vietnamese,33 Rue Descartes 75005 Paris France,48.84576,2.3491
La Bonbonnière,5.0,N/A,"Bistros, French",36 Rue Gay Lussac 75005 Paris France,48.84431,2.34205
L'Atelier Maître Albert,3.9,€€€,"French, Steakhouses",1 Rue Maitre Albert 75005 Paris France,48.85109,2.35017
Le Café d'Avant,4.0,€€,French,35 rue Claude Bernard 75005 Paris France,48.8396828,2.347323
Breakfast in America,3.8,€€,"Breakfast & Brunch, Diners",17 rue des Ecoles 75005 Paris France,48.847871903457,2.3510840228227
Han Lim,4.2,€€,Korean,6 rue Blainville 75005 Paris France,48.84445,2.34843
Saigon d'Anton,4.9,N/A,Vietnamese,24 rue Monsieur le Prince 75006 Paris France,48.8496499,2.34005
Le 27 Madame,4.8,N/A,French,27 rue Madame 75006 Paris France,48.84978,2.33187
Aux Prés,4.0,€€€,"Bistros, French",27 rue du Dragon 75006 Paris France,48.85275,2.33046
L'Oliveto,4.5,N/A,Italian,38 rue de Buci 75012 Paris France,48.85339,2.33595
Récamier Sté le,4.1,N/A,Restaurants,4 rue Récamier 75007 Paris France,48.85221,2.32805
L'Antre d'Eux,4.7,€€,Bistros,16 Rue Mézières 75006 Paris France,48.85024,2.32993
L'Avant Comptoir du Marché,4.6,€€,Tapas Bars,14 rue Lobineau 75006 Paris France,48.852029,2.335585
Brasserie O'Neil,4.0,€€,"Brasseries, Pubs",20 rue des Canettes 75006 Paris France,48.85185,2.33366
Restaurant Georgette,4.6,€€€,"Brasseries, Modern European, French",44 rue d'Assas 75006 Paris France,48.847323186089,2.32983749359846
Evi Evane,4.3,€€,"French, Greek",10 rue Guisarde 75006 Paris France,48.8519,2.33428
Le Bistrot d'Henri,4.2,€€€,French,16 rue Princesse 75006 Paris France,48.852067,2.334431
Le Paris,5.0,€€€€,French,45 bd Raspail 75007 Paris France,48.85121,2.32706
Ralph's,3.7,€€€,"American, Burgers, Cocktail Bars",173 boulevard Saint-Germain 75006 Paris France,48.85421,2.33072
Seulement Sea,4.7,N/A,Seafood,9 rue Lobineau 75004 Paris France,48.8516186,2.336174
Le Vin en Bouche,4.6,€,"French, Wine Bars",27 rue de l'Abbé-Grégoire 75006 Paris France,48.848229,2.325204
La Grande Cremerie,4.5,€€,"Wine Bars, French",8 rue Grégoire-de-Tours 75006 Paris France,48.853398816452,2.33779953372959
Huitrerie Régis,4.4,€€€,"Seafood, Beer, Wine & Spirits",3 rue de Montfaucon 75006 Paris France,48.852768,2.336005
Les Deux Magots,3.7,€€€,Cafes,6 place Saint-Germain des Prés 75006 Paris France,48.85389,2.33336
Positano,4.2,€€€,"Pizza, Italian",15 rue des Canettes 75006 Paris France,48.85202,2.33369
Maison Sauvage,3.8,€€,"French, Breakfast & Brunch",5 rue de Buci 75006 Paris France,48.85366,2.33806
La Petite Chaise,4.2,€€€,"French, Brasseries",36 rue Grenelle 75007 Paris France,48.8538,2.32749
Le Bonaparte,3.4,€€,"French, Cafes",42 rue Bonaparte 75006 Paris France,48.8545,2.33362
Café Varenne,4.4,€€,"French, Bars",36 rue de Varenne 75007 Paris France,48.85413,2.32354
Monteverdi,4.1,€€€,"Italian, Piano Bars",5-7 rue Guisarde 75006 Paris France,48.8519092657977,2.33494230307576
La Divina Comedia,5.0,N/A,Italian,12 rue du Dragon 75006 Paris France,48.8536931584103,2.3310548812151
Machon d'Henri Le,4.1,€€,"French, Cafes, Coffee & Tea",8 Rue Guisarde 75006 Paris France,48.85188,2.33453
Café Cassette,3.6,€€,"Breakfast & Brunch, French, Wine Bars",73 rue de Rennes 75006 Paris France,48.85108,2.33069
Le Bon Saint Pourçain,4.3,€€€€,French,10 bis rue Servandoni 75006 Paris France,48.8501701,2.3346901
La Bastide Odeon,3.9,€€€,French,7 rue Corneille 75006 Paris France,48.84936,2.33912
Huguette,4.0,€€,Seafood,81 rue de Seine 75006 Paris France,48.8532753282413,2.337029
Cézembre,4.8,€€€,French,17 rue Grégoire de Tours 75006 Paris France,48.853,2.3378899
Marco Polo,4.1,€€€,Italian,8 rue de Condé 75006 Paris France,48.8513499,2.33814
L'Avant Comptoir de la Mer,4.5,€€€,"Seafood, Tapas/Small Plates",3 carrefour de l'Odéon 75006 Paris France,48.852069,2.338819
La Crêpe Rit du Clown,4.2,€€,Creperies,6 rue des Canettes 75006 Paris France,48.8524,2.3337
Le Comptoir du Relais,4.7,N/A,Bistros,3 carrefour de l'Odéon 75006 Paris France,48.85202,2.3388
Le Perron,4.3,€€,Italian,6 rue Perronet 75007 Paris France,48.85532,2.33038
La Maison de Thé,4.0,€€€,"Chinese, Tea Rooms",76 rue Bonaparte Place saint-sulpice 75006 Paris France,48.8510094,2.33268
Le Pub Saint Germain,4.3,N/A,"Pubs, Breakfast & Brunch, Pizza",17 rue de l'Ancienne Comédie 75006 Paris France,48.853079,2.338845
Le Bistrot Family,4.0,€€,"French, Burgers",18 rue Guisarde 75006 Paris France,48.85182783,2.33391479
Cook'n Saj,4.9,€€,Lebanese,5 rue Bernard Palissy 75006 Paris France,48.85314,2.33197
L'Atelier de Joël Robuchon,4.1,€€€€,"French, Modern European",5 rue de Montalembert Hôtel du Pont Royal 75007 Paris France,48.8568107229545,2.32785068883627
Semilla,4.2,€€€,"French, Brasseries",54 Rue Seine 75006 Paris France,48.85406,2.33691
Au 35,4.3,N/A,French,35 Rue Jacob 75006 Paris France,48.85576,2.33326
Le Café Laurent,4.6,€€€,"Bars, Jazz & Blues, Cafes",Hôtel d'Aubusson 33 rue Dauphine 75006 Paris France,48.85476,2.33948
The Moose,3.8,€€,"Restaurants, Sports Bars",16 rue des Quatre Vents 75006 Paris France,48.8518,2.3377
Le Dragon,4.3,€€€,"Bars, Cafes",22 rue du Dragon 75006 Paris France,48.853258,2.330728
Le Balto,4.5,N/A,"Bars, Bistros",15 rue Guénégaud 75006 Paris France,48.85529,2.33777
BREIZH Café Odéon | La Crêpe Autrement,4.5,€€,"Creperies, Cafes",1 rue de l'Odéon 75006 Paris France,48.851586,2.33885
Pasta Luna,5.0,€€,"Delicatessen, Sandwiches",15 rue de Mézières 75006 Paris 06 France,48.8501731,2.3301594
Chez Marcel,4.7,€€€,French,7 Rue Stanislas 75006 Paris 06 France,48.84379,2.32835
Street Bangkok,4.9,N/A,"Thai, Barbeque",73 rue de Seine 75006 Paris France,48.85407,2.33701
Blueberry,4.0,€€€,Japanese,6 rue Sabot 75006 Paris France,48.85278,2.33149
Le Montaigne,4.8,€€€,"French, Brasseries",103 bd du Montparnasse 75006 Paris France,48.8423718050096,2.32900813254093
Caffè Toscano,4.4,N/A,Restaurants,34 Rue des Saints Pères 75006 Paris France,48.855053,2.330721
L’Atelier Artisan Crêpier,4.7,N/A,Creperies,10 rue Mabillon 75006 Paris France,48.8522,2.33513
L'Auberge Saint-Germain,4.3,N/A,"Middle Eastern, French, Arabic",204 bd saint Germain 75007 Paris France,48.8550485,2.3291159
Le Saint Placide,4.2,€€,"French, Breakfast & Brunch, Cafes",127 rue de Rennes 75006 Paris France,48.84673,2.32685
Brasserie Lipp,3.2,€€€,Brasseries,151 boulevard Saint-Germain 75006 Paris France,48.8537670316064,2.33248152513124
La Rotonde,4.0,€€€,Brasseries,105 boulevard du Montparnasse 75006 Paris France,48.8423557905769,2.32917424911591
Assanabel,4.6,€€,Lebanese,38 rue Jacob 75006 Paris France,48.85569,2.3336
La Maison du Jardin,4.2,€€€,French,27 rue Vaugirard 75006 Paris France,48.84829,2.33144
Little Breizh,4.6,€€,Creperies,11 rue Grégoire de Tours 75006 Paris France,48.853215,2.337917
"Judy, cantine qualitarienne",3.8,€€,"Gluten-Free, Juice Bars & Smoothies, Breakfast & Brunch",18 rue de Fleurus 75006 Paris France,48.84715,2.3304
Le Rousseau,3.8,€€,French,45 rue Cherche Midi 75006 Paris France,48.84911,2.32581
Café de Flore,3.5,€€€,Cafes,172 boulevard Saint-Germain 75006 Paris France,48.854161,2.332603
Bellota-Bellota,4.7,€€€,"Wine Bars, Delicatessen, Tapas Bars",64 Rue Seine 75006 Paris France,48.85321,2.33696
Oenosteria,4.3,€€€,Italian,40 rue Grégoire de Tours 75006 Paris France,48.85198,2.33749
Marzo,4.6,N/A,"Pizza, Italian",5 rue Paul-Louis Courier 75007 Paris France,48.8560299,2.32495
Regal,5.0,N/A,"Delicatessen, French, Wine Bars",32 rue Monsieur le Prince 75006 Paris France,48.84928,2.34021
Les Botanistes,4.5,€€€,French,11 bis rue Chomel 75007 Paris France,48.85203,2.32546
Eggs & Co,4.3,€€,Breakfast & Brunch,11 rue Bernard Palissy 75006 Paris France,48.853123,2.331244
Moustache,4.5,€€€,French,3 Rue Sainte Beuve 75006 Paris 06 France,48.8442,2.329891
Pizza Chic,3.4,€€€,Pizza,13 Rue Mézières 75006 Paris France,48.85023,2.3308
Le Plongeoir,4.0,€€€,"Coffee & Tea, French",17 rue de Sèvre 75006 Paris France,48.85161,2.32784
Le Restaurant,4.5,€€€€,"French, Breakfast & Brunch",13 rue des Beaux-Arts 75006 Paris France,48.85635,2.33524
Opium la Cabane,4.7,€€€,"Seafood, Italian",44 rue Dauphine 75006 Paris France,48.8541513,2.3387211
Le Pré aux Clercs,3.7,€€,"French, Bars",30 rue Bonaparte 75006 Paris France,48.8554,2.33383
La Robe & la Mousse,4.7,N/A,"Beer Bar, Brasseries",3 rue Monsieur le Prince 75006 Paris France,48.85165,2.33906
Boucherie Roulière,4.0,€€€,"French, Bars",24 rue des Canettes 75006 Paris France,48.851617,2.333639
Restaurant Vagenende,3.7,€€€,"Bistros, Brasseries",142 bd Saint-Germain 75006 Paris France,48.85293,2.33748
Le Saint Germain,3.8,N/A,Brasseries,62 rue du Bac 75007 Paris France,48.85581,2.32531
Cosi,4.2,€€,"Sandwiches, Italian",54 rue de Seine 75006 Paris France,48.854112459873,2.3369066867567
Le Petit Vatel,4.2,€€,French,5 rue Lobineau 75006 Paris France,48.85166,2.33558
L'Atlas,3.5,€€€,"French, Seafood",11 rue Buci 75006 Paris France,48.853644,2.33762
La Boussole,3.8,€€,"Asian Fusion, Pan Asian",12 rue Guisarde 75006 Paris France,48.8519089,2.3342589
Treize Bakery Paris,4.6,N/A,Breakfast & Brunch,5 rue de Médicis 75006 Paris France,48.84864,2.3394499
Brasserie Lutetia,4.0,N/A,French,45 bd Raspail 75006 Paris France,48.85121,2.32706
Comme A Savonnieres,4.1,€€€,"French, Bistros",18 Rue Guisarde 75006 Paris France,48.85181,2.33384
Les Jardins de Saint Germain,3.7,€€,French,40 Rue Dragon 75006 Paris France,48.85224,2.33002
Le Christine,4.0,€€€,French,1 rue Christine 75006 Paris France,48.854343,2.340276
Le Mandarin,4.1,N/A,"Thai, Chinese, Pan Asian",5 Rue Montfaucon 75006 Paris France,48.85275,2.33582
Bistro Ernest,4.2,€€,"Bistros, Vegetarian",21 rue de Seine 75006 Paris France,48.85643,2.33669
PG's Bar a Manger,4.3,€€,"Salad, Burgers, Brasseries",15 Rue Assas 75006 Paris France,48.84895,2.32872
Compagnie Des Vins Surnaturels,4.2,€€€,"Wine Bars, Tapas Bars",7 rue Lobineau 75006 Paris France,48.85167,2.33634
Les Délices de Buci,4.7,N/A,Chinese,14 rue de Buci 75006 Paris France,48.853918,2.33716
Au Vieux Colombier,3.6,€€,French,65 Rue Rennes 75006 Paris France,48.85155,2.33111
Fajitas,4.2,€€,Mexican,15 rue Dauphine 75006 Paris France,48.8555801,2.3400906
Luisa Maria,3.9,N/A,"Italian, Pizza",12 rue Monsieur-le-Prince 75006 Paris France,48.850258,2.33953
Le Parisien,3.5,N/A,"Bars, Brasseries",54 Rue Four 75006 Paris France,48.85223,2.33051
Abattoir Végétal,3.8,N/A,"Vegan, Vegetarian",9 rue Guisarde 75006 Paris France,48.85186,2.33466
Le Petit Broc,3.8,€€,Brasseries,206 boulevard Raspail 75014 Paris France,48.841575,2.329496
Le Tourne-Bouchon,4.7,€€,"Mediterranean, Middle Eastern, Moroccan",71 bd Raspail 75006 Paris France,48.8491,2.32771
La Gorgée,3.4,N/A,"French, Bistros",22 rue de Fleurus 75006 Paris France,48.84711,2.32976
Café de Mars,4.6,€€,"French, Mediterranean, Asian Fusion",11 rue Augereau 75007 Paris France,48.85731,2.30205
La Fontaine de Mars,4.3,€€€,French,129 rue Saint-Dominique 75007 Paris France,48.858394,2.302568
Le Petit Varenne,4.6,N/A,French,57 rue de Bellechasse 75007 Paris France,48.8550790218646,2.32012369119343
Le Petit Cler,4.2,€€,Bistros,29 rue Cler 75007 Paris France,48.85743,2.30604
Le Bistro de Gaspard,5.0,€€,French,35 avenue Duquesne 75007 Paris France,48.851707,2.3101429
Au Coin de la Rue,4.2,€€,"Bars, French",34 rue de Bourgogne 75007 Paris France,48.85755,2.31751
Le Florimond,4.6,€€€,French,19 avenue de la Motte Picquet 75007 Paris France,48.85529,2.30718
Le Presles,4.4,N/A,Brasseries,76 rue de la Fédération 75015 Paris France,48.8529748326172,2.29690234912584
D'Chez Eux,4.4,€€€€,French,2 ave de Lowendal 75007 Paris France,48.85309,2.3091
Le Félix,4.8,N/A,French,79 avenue de Ségur 75015 Paris France,48.84739,2.30599
Le Bosquet,4.0,€€,"Bars, Brasseries",46 avenue du Bosquet 75007 Paris France,48.8560807716799,2.30452508354831
Reed - Restaurant,4.8,€€€,French,11 bis rue Amelie 75007 Paris France,48.859,2.3075899
Le Pavillon,4.3,€€,French,53 bis avenue de la Motte Picquet 75015 Paris France,48.850051,2.299672
L'Éclair,4.0,€€,"French, Cocktail Bars",32 rue Cler 75007 Paris France,48.8570786,2.3061299
Gusto Italia,4.3,€€,"Italian, Pizza",199 rue de Grenelle 75007 Paris France,48.8563199,2.30288
Bleu Olive,4.4,€,"Cafes, Delicatessen",184 rue de Grenelle 75007 Paris France,48.857844,2.306207
Le Basilic,3.8,€€,"Bistros, French",2 Rue Casimir Périer 75007 Paris France,48.857561786614,2.3189434165688
Le Petit Littré,4.3,€€,French,16 rue Littré 75006 Paris France,48.845261,2.324004
Dong Phat,4.4,€€,Vietnamese,10 rue Malar 75007 Paris France,48.86052,2.3057
Le Bistrot d'Eléonore et Maxence,4.4,N/A,"French, Wine Bars",39 avenue Duquesne 75007 Paris France,48.85144,2.31096
Firmine,4.0,€€€,"Italian, French",38 bis avenue de Suffren 75015 Paris France,48.8545428785436,2.29536492165825
Pasco,4.1,€€€,"French, Mediterranean, Cocktail Bars",74 bd la Tour Maubourg 75007 Paris France,48.85609,2.30959
Le Volant Basque,4.6,€€,Basque,13 rue Béatrix Dussane 75015 Paris France,48.8499,2.29127
20 Eiffel,4.5,N/A,French,20 rue de Monttessuy 75007 Paris France,48.85948,2.29853
Le Recrutement,3.7,€€,Brasseries,36 boulevard la Tour Maubourg 75007 Paris France,48.85995,2.31019
Su Misura,4.4,€€,"Italian, Pizza",22 avenue Rapp 75007 Paris France,48.85924,2.3004
Les Frères Bretons,4.8,€€,Creperies,117 boulevard de Grenelle 75015 Paris France,48.8490914,2.2987172
Café New York,4.5,N/A,French,6 avenue de New York 75016 Paris France,48.86418,2.29965
Kozy Bosquet,4.3,€€,"Coffee & Tea, Breakfast & Brunch, Sandwiches",79 avenue Bosquet 75007 Paris France,48.85542,2.30539
Au Petit Tonneau,4.6,€€€,Bistros,20 rue Surcouf 75007 Paris France,48.860648,2.30943
La Coïncidence,4.5,€€,French,15 rue Mesnil 75116 Paris France,48.868105,2.284365
L'Envie,4.6,€€,French,57 rue Pernety 75014 Paris France,48.8340977,2.317738
Le Petit Caillou,4.2,€€,Bistros,210 rue de Grenelle 75007 Paris France,48.85665,2.30323
Restaurant de la Tour,4.8,€€€,French,6 Rue Desaix 75015 Paris France,48.85439,2.29505
L'Obé,4.4,N/A,French,Hôtel de Crillon Paris 10 place de la Concorde 75008 Paris France,48.865844,2.32142
Tavolino,4.1,€€,"Italian, Bistros",38 rue de Bourgogne 75007 Paris France,48.85728,2.31734
Chez France,4.5,€€€,French,9 rue Amélie 75007 Paris France,48.859058,2.30758631534532
L'Auberge Bressane,4.0,€€€,French,16 avenue de la Motte Picquet 75007 Paris France,48.8565635959637,2.30848165676116
Le P'tit Troquet,4.6,€€€,French,28 rue de l'Exposition 75007 Paris France,48.85705,2.30335
Les Parisiennes,4.1,€€€,French,17 avenue de la Motte Picquet 75007 Paris France,48.85626,2.30837
L'Esplanade,3.4,€€€,"Brasseries, French",52 rue Fabert 75007 Paris France,48.85834,2.3112
